param,probe_block,experiment,baseline,perturbed,dscore
eGRK2+Iso_b2AR.Km,AC,Feinstein1991_Fig5.json,0.067635,0.067635,0.0
eGRK2+Iso_b2AR.Km,AC,January1997_Fig1A.json,0.474984,0.474984,0.0
eGRK2+Iso_b2AR.Km,AC,Sette1996_Fig2B.json,0.319304,0.319304,0.0
eGRK2+Iso_b2AR.Km,AC,Smigel1986_Fig3_wo_bg.json,0.406543,0.406543,0.0
eGRK2+Iso_b2AR.Km,AC,Smigel1986_Fig3_with_bg.json,0.544004,0.544004,0.0
eGRK2+Iso_b2AR.Km,AC,Smigel1986_Fig7_wo_bg.json,0.228118,0.228118,0.0
eGRK2+Iso_b2AR.Km,AC,Smigel1986_Fig7_with_bg.json,0.36593,0.36593,0.0
eGRK2+Iso_b2AR.Km,AC,Suzuki1991_Fig2.json,0.271145,0.271145,0.0
eGRK2+Iso_b2AR.Km,AC,Tang1991_Fig3A.json,0.569884,0.569884,0.0
eGRK2+Iso_b2AR.Km,AC,Tang1991_Fig3B.json,0.086423,0.086423,0.0
eGRK2+Iso_b2AR.Km,AC,Yuan1994_Fig2.json,0.222758,0.222758,0.0
eGRK2+Iso_b2AR.kcat,PKA,Heubach2004_Table1.json,0.061988,0.061988,0.0
eGRK2+Iso_b2AR.kcat,PKA,Heubach2004_Table1_Forskolin.json,0.227183,0.227183,0.0
eGRK2+Iso_b2AR.kcat,PKA,Hasler1992_Fig4C.json,0.369352,0.369352,0.0
eGRK2+Iso_b2AR.kcat,PKA,Sette1994_Fig4BwithInhibitor.json,0.023687,0.023687,0.0
eGRK2+Iso_b2AR.kcat,PKA,Sette1994_Fig4BwoInhibitor.json,0.123878,0.123878,0.0
eGRK2+Iso_b2AR.kcat,PKA,Solberg1994_Fig7.json,0.249588,0.249588,0.0
eGRK2+Iso_b2AR.kcat,PKA,Wolter2011_Fig2A.json,0.230396,0.230396,0.0
eGRK2+Iso_b2AR.kcat,AC,Feinstein1991_Fig4_AC1.json,0.6082,0.6082,0.0
eGRK2+Iso_b2AR.kcat,AC,Feinstein1991_Fig4_AC1_noCaM.json,0.655683,0.655683,0.0
eGRK2+Iso_b2AR.kcat,AC,Feinstein1991_Fig5.json,0.067635,0.067635,0.0
eGRK2+Iso_b2AR.kcat,AC,January1997_Fig1A.json,0.474984,0.474984,0.0
eGRK2+Iso_b2AR.kcat,AC,Sette1996_Fig2B.json,0.319304,0.319304,0.0
eGRK2+Iso_b2AR.kcat,AC,Smigel1986_Fig3_wo_bg.json,0.406543,0.406543,0.0
eGRK2+Iso_b2AR.kcat,AC,Smigel1986_Fig3_with_bg.json,0.544004,0.544004,0.0
eGRK2+Iso_b2AR.kcat,AC,Smigel1986_Fig7_wo_bg.json,0.228118,0.228118,0.0
eGRK2+Iso_b2AR.kcat,AC,Smigel1986_Fig7_with_bg.json,0.36593,0.36593,0.0
eGRK2+Iso_b2AR.kcat,AC,Suzuki1991_Fig2.json,0.271145,0.271145,0.0
eGRK2+Iso_b2AR.kcat,AC,Tang1991_Fig3A.json,0.569884,0.569884,0.0
eGRK2+Iso_b2AR.kcat,AC,Tang1991_Fig3B.json,0.086423,0.086423,0.0
eGRK2+Iso_b2AR.kcat,AC,Yuan1994_Fig2.json,0.222758,0.222758,0.0
eGRK5+Epi_b2AR.Km,PKA,Heubach2004_Table1_Forskolin.json,0.227183,0.227183,0.0
eGRK5+Epi_b2AR.Km,PKA,Hasler1992_Fig4C.json,0.369352,0.369352,0.0
eGRK5+Epi_b2AR.Km,PKA,Sette1994_Fig4BwithInhibitor.json,0.023687,0.023687,0.0
eGRK5+Epi_b2AR.Km,PKA,Sette1994_Fig4BwoInhibitor.json,0.123878,0.123878,0.0
eGRK5+Epi_b2AR.Km,PKA,Solberg1994_Fig7.json,0.249588,0.249588,0.0
eGRK5+Epi_b2AR.Km,PKA,Wolter2011_Fig2A.json,0.230396,0.230396,0.0
eGRK5+Epi_b2AR.Km,AC,Feinstein1991_Fig4_AC1.json,0.6082,0.6082,0.0
eGRK5+Epi_b2AR.Km,AC,Feinstein1991_Fig4_AC1_noCaM.json,0.655683,0.655683,0.0
eGRK5+Epi_b2AR.Km,AC,Feinstein1991_Fig5.json,0.067635,0.067635,0.0
eGRK5+Epi_b2AR.Km,AC,January1997_Fig1A.json,0.474984,0.474984,0.0
eGRK5+Epi_b2AR.Km,AC,Sette1996_Fig2B.json,0.319304,0.319304,0.0
eGRK5+Epi_b2AR.Km,AC,Smigel1986_Fig3_wo_bg.json,0.406543,0.406543,0.0
eGRK5+Epi_b2AR.Km,AC,Smigel1986_Fig3_with_bg.json,0.544004,0.544004,0.0
eGRK5+Epi_b2AR.Km,AC,Smigel1986_Fig7_wo_bg.json,0.228118,0.228118,0.0
eGRK5+Epi_b2AR.Km,AC,Smigel1986_Fig7_with_bg.json,0.36593,0.36593,0.0
eGRK5+Epi_b2AR.Km,AC,Suzuki1991_Fig2.json,0.271145,0.271145,0.0
eGRK5+Epi_b2AR.Km,AC,Tang1991_Fig3A.json,0.569884,0.569884,0.0
eGRK5+Epi_b2AR.Km,AC,Tang1991_Fig3B.json,0.086423,0.086423,0.0
eGRK5+Epi_b2AR.Km,AC,Yuan1994_Fig2.json,0.222758,0.222758,0.0
eGRK5+Epi_b2AR.kcat,PKA,Heubach2004_Table1_Forskolin.json,0.227183,0.227183,0.0
eGRK5+Epi_b2AR.kcat,PKA,Hasler1992_Fig4C.json,0.369352,0.369352,0.0
eGRK5+Epi_b2AR.kcat,PKA,Sette1994_Fig4BwithInhibitor.json,0.023687,0.023687,0.0
eGRK5+Epi_b2AR.kcat,PKA,Sette1994_Fig4BwoInhibitor.json,0.123878,0.123878,0.0
eGRK5+Epi_b2AR.kcat,PKA,Solberg1994_Fig7.json,0.249588,0.249588,0.0
eGRK5+Epi_b2AR.kcat,PKA,Wolter2011_Fig2A.json,0.230396,0.230396,0.0
eGRK5+Epi_b2AR.kcat,AC,Feinstein1991_Fig4_AC1.json,0.6082,0.6082,0.0
eGRK5+Epi_b2AR.kcat,AC,Feinstein1991_Fig4_AC1_noCaM.json,0.655683,0.655683,0.0
eGRK5+Epi_b2AR.kcat,AC,Feinstein1991_Fig5.json,0.067635,0.067635,0.0
eGRK5+Epi_b2AR.kcat,AC,January1997_Fig1A.json,0.474984,0.474984,0.0
eGRK5+Epi_b2AR.kcat,AC,Sette1996_Fig2B.json,0.319304,0.319304,0.0
eGRK5+Epi_b2AR.kcat,AC,Smigel1986_Fig3_wo_bg.json,0.406543,0.406543,0.0
eGRK5+Epi_b2AR.kcat,AC,Smigel1986_Fig3_with_bg.json,0.544004,0.544004,0.0
eGRK5+Epi_b2AR.kcat,AC,Smigel1986_Fig7_wo_bg.json,0.228118,0.228118,0.0
eGRK5+Epi_b2AR.kcat,AC,Smigel1986_Fig7_with_bg.json,0.36593,0.36593,0.0
eGRK5+Epi_b2AR.kcat,AC,Suzuki1991_Fig2.json,0.271145,0.271145,0.0
eGRK5+Epi_b2AR.kcat,AC,Tang1991_Fig3A.json,0.569884,0.569884,0.0
eGRK5+Epi_b2AR.kcat,AC,Tang1991_Fig3B.json,0.086423,0.086423,0.0
eGRK5+Epi_b2AR.kcat,AC,Yuan1994_Fig2.json,0.222758,0.222758,0.0
eGRK5+Iso_b2AR.Km,PKA,Heubach2004_Table1.json,0.061988,0.061988,-0.0
eGRK5+Iso_b2AR.Km,PKA,Heubach2004_Table1_Forskolin.json,0.227183,0.227183,0.0
eGRK5+Iso_b2AR.Km,PKA,Hasler1992_Fig4C.json,0.369352,0.369352,0.0
eGRK5+Iso_b2AR.Km,PKA,Sette1994_Fig4BwithInhibitor.json,0.023687,0.023687,0.0
eGRK5+Iso_b2AR.Km,PKA,Sette1994_Fig4BwoInhibitor.json,0.123878,0.123878,0.0
eGRK5+Iso_b2AR.Km,PKA,Solberg1994_Fig7.json,0.249588,0.249588,0.0
eGRK5+Iso_b2AR.Km,PKA,Wolter2011_Fig2A.json,0.230396,0.230396,0.0
eGRK5+Iso_b2AR.Km,AC,Feinstein1991_Fig4_AC1.json,0.6082,0.6082,0.0
eGRK5+Iso_b2AR.Km,AC,Feinstein1991_Fig4_AC1_noCaM.json,0.655683,0.655683,0.0
eGRK5+Iso_b2AR.Km,AC,Feinstein1991_Fig5.json,0.067635,0.067635,0.0
eGRK5+Iso_b2AR.Km,AC,January1997_Fig1A.json,0.474984,0.474984,0.0
eGRK5+Iso_b2AR.Km,AC,Sette1996_Fig2B.json,0.319304,0.319304,0.0
eGRK5+Iso_b2AR.Km,AC,Smigel1986_Fig3_wo_bg.json,0.406543,0.406543,0.0
eGRK5+Iso_b2AR.Km,AC,Smigel1986_Fig3_with_bg.json,0.544004,0.544004,0.0
eGRK5+Iso_b2AR.Km,AC,Smigel1986_Fig7_wo_bg.json,0.228118,0.228118,0.0
eGRK5+Iso_b2AR.Km,AC,Smigel1986_Fig7_with_bg.json,0.36593,0.36593,0.0
eGRK5+Iso_b2AR.Km,AC,Suzuki1991_Fig2.json,0.271145,0.271145,0.0
eGRK5+Iso_b2AR.Km,AC,Tang1991_Fig3A.json,0.569884,0.569884,0.0
eGRK5+Iso_b2AR.Km,AC,Tang1991_Fig3B.json,0.086423,0.086423,0.0
eGRK5+Iso_b2AR.Km,AC,Yuan1994_Fig2.json,0.222758,0.222758,0.0
eGRK5+Iso_b2AR.kcat,PKA,Heubach2004_Table1.json,0.061988,0.061988,-0.0
eGRK5+Iso_b2AR.kcat,PKA,Heubach2004_Table1_Forskolin.json,0.227183,0.227183,0.0
eGRK5+Iso_b2AR.kcat,PKA,Hasler1992_Fig4C.json,0.369352,0.369352,0.0
eGRK5+Iso_b2AR.kcat,PKA,Sette1994_Fig4BwithInhibitor.json,0.023687,0.023687,0.0
eGRK5+Iso_b2AR.kcat,PKA,Sette1994_Fig4BwoInhibitor.json,0.123878,0.123878,0.0
eGRK5+Iso_b2AR.kcat,PKA,Solberg1994_Fig7.json,0.249588,0.249588,0.0
eGRK5+Iso_b2AR.kcat,PKA,Wolter2011_Fig2A.json,0.230396,0.230396,0.0
eGRK5+Iso_b2AR.kcat,AC,Feinstein1991_Fig4_AC1.json,0.6082,0.6082,0.0
eGRK5+Iso_b2AR.kcat,AC,Feinstein1991_Fig4_AC1_noCaM.json,0.655683,0.655683,0.0
eGRK5+Iso_b2AR.kcat,AC,Feinstein1991_Fig5.json,0.067635,0.067635,0.0
eGRK5+Iso_b2AR.kcat,AC,January1997_Fig1A.json,0.474984,0.474984,0.0
eGRK5+Iso_b2AR.kcat,AC,Sette1996_Fig2B.json,0.319304,0.319304,0.0
eGRK5+Iso_b2AR.kcat,AC,Smigel1986_Fig3_wo_bg.json,0.406543,0.406543,0.0
eGRK5+Iso_b2AR.kcat,AC,Smigel1986_Fig3_with_bg.json,0.544004,0.544004,0.0
eGRK5+Iso_b2AR.kcat,AC,Smigel1986_Fig7_wo_bg.json,0.228118,0.228118,0.0
eGRK5+Iso_b2AR.kcat,AC,Smigel1986_Fig7_with_bg.json,0.36593,0.36593,0.0
eGRK5+Iso_b2AR.kcat,AC,Suzuki1991_Fig2.json,0.271145,0.271145,0.0
eGRK5+Iso_b2AR.kcat,AC,Tang1991_Fig3A.json,0.569884,0.569884,0.0
eGRK5+Iso_b2AR.kcat,AC,Tang1991_Fig3B.json,0.086423,0.086423,0.0
eGRK5+Iso_b2AR.kcat,AC,Yuan1994_Fig2.json,0.222758,0.222758,0.0
ePKA+DHPGR.Km,Receptors_MAPK,BarnesSA2015_Fig4Diii_WT.json,0.697216,0.697216,0.0
ePKA+DHPGR.Km,Receptors_MAPK,Kolch1993_Fig2.json,0.079915,0.079915,0.0
ePKA+DHPGR.Km,Receptors_MAPK,Genheden2015_Fig2C.json,0.71595,0.71595,0.0
ePKA+DHPGR.Km,Receptors_MAPK,Gottschalk1999_Fig1C.json,0.310914,0.310914,0.0
ePKA+DHPGR.Km,Receptors_MAPK,Gottschalk1999_Fig1D.json,0.352931,0.352931,0.0
ePKA+DHPGR.Km,Receptors_MAPK,Gottschalk1999_Fig2A.json,0.263579,0.263579,0.0
ePKA+DHPGR.Km,Receptors_MAPK,Ji2010_Fig1B_ERK_acute.json,0.653405,0.653405,0.0
ePKA+DHPGR.Km,Receptors_MAPK,Ji2010_Fig1B_ERK_gradient.json,0.43685,0.43685,0.0
ePKA+DHPGR.Km,Receptors_MAPK,Lenz2005_Fig1C_ERK_BDNF.json,0.482511,0.482511,0.0
ePKA+DHPGR.Km,Receptors_MAPK,Numakawa2009_FigS8C.json,0.472866,0.472866,0.0
ePKA+DHPGR.Km,Receptors_MAPK,Robinet2010_Fig5A.json,0.606743,0.606743,0.0
ePKA+DHPGR.Km,Receptors_MAPK,Abe2000_Fig1A.json,0.510028,0.510028,0.0
ePKA+DHPGR.Km,Receptors_MAPK,Abe2000_Fig1B.json,0.606374,0.606374,0.0
ePKA+DHPGR.Km,Receptors_MAPK,Teng1995_Fig9A.json,0.69061,0.69061,0.0
ePKA+DHPGR.Km,Receptors_MAPK,Cardone2004_Fig5D.json,0.221883,0.221883,0.0
ePKA+DHPGR.Km,Receptors_MAPK,Gu2004_Fig3B.json,0.635696,0.635696,0.0
ePKA+DHPGR.Km,Receptors_MAPK,Li2013_Fig2A_pERK.json,0.190384,0.190384,0.0
ePKA+DHPGR.Km,Receptors_MAPK,Queipo2018_Fig2.json,0.690168,0.690168,0.0
ePKA+DHPGR.Km,Receptors_MAPK,Shah2003_Fig1B.json,0.506126,0.506126,0.0
ePKA+DHPGR.Km,Receptors_MAPK,Tang2015_Fig4D.json,0.671411,0.671411,0.0
ePKA+DHPGR.Km,Receptors_MAPK,Tucker1993_Fig7.json,0.518145,0.518145,0.0
ePKA+DHPGR.Km,Receptors_MAPK,ZhouY2010_Fig3C.json,0.29159,0.29159,0.0
ePKA+DHPGR.Km,Receptors_MAPK,Auerbach2011_Fig1D_WT.json,0.512155,0.512155,0.0
ePKA+DHPGR.Km,Receptors_MAPK,BarnesSA2015_Fig3Eii_WT.json,0.431367,0.431367,0.0
ePKA+DHPGR.Km,Receptors_MAPK,Osterweil2010_Fig2D_ERK.json,0.449975,0.449975,0.0
ePKA+DHPGR.Km,Receptors_MAPK,Sethna2016_Fig1C.json,0.260798,0.260798,-0.0
ePKA+DHPGR.Km,Receptors_MAPK,Emery2012_Fig1B.json,0.27844,0.27844,0.0
ePKA+DHPGR.Km,Receptors_MAPK,Emery2012_Fig1C.json,0.774023,0.774023,0.0
ePKA+DHPGR.Km,Receptors_MAPK,Kaphzan2006_Fig1B.json,0.273901,0.273901,0.0
ePKA+DHPGR.Km,Receptors_MAPK,Kaphzan2007_Fig1A.json,0.034946,0.034946,0.0
ePKA+DHPGR.Km,Receptors_MAPK,Lenz2005_Fig1C_ERK_NMDA.json,0.319859,0.319859,0.0
ePKA+DHPGR.Km,Receptors_S6K,Alessi1998_Fig6A.json,0.532405,0.532405,0.0
ePKA+DHPGR.Km,Receptors_S6K,Bateup2011_Fig1B_pS6K.json,0.21964,0.21964,0.0
ePKA+DHPGR.Km,Receptors_S6K,Lenz2005_Fig1C_S6K_BDNF.json,0.543834,0.543834,0.0
ePKA+DHPGR.Km,Receptors_S6K,Schratt2004_Fig8C_S6K.json,0.509849,0.509849,0.0
ePKA+DHPGR.Km,Receptors_S6K,Takei2004_Fig4B_pS6K.json,0.295503,0.295503,0.0
ePKA+DHPGR.Km,Receptors_S6K,Troca-Martin2011_Fig2C.json,0.210929,0.210929,0.0
ePKA+DHPGR.Km,Receptors_S6K,ZhouX2010_Fig1A.json,0.299631,0.299631,0.0
ePKA+DHPGR.Km,Receptors_S6K,ZhouX2010_Fig1B.json,0.618312,0.618312,0.0
ePKA+DHPGR.Km,Receptors_S6K,Antion2008_Fig6B_DHPG.json,0.273816,0.273816,0.0
ePKA+DHPGR.Km,Receptors_S6K,Antion2008_Fig6D_DHPG_LY294002.json,0.060039,0.060039,0.0
ePKA+DHPGR.Km,Receptors_S6K,Sethna2016_Fig1D.json,0.383,0.383,-0.0
ePKA+DHPGR.Km,Receptors_S6K,Ru2012_Fig1A.json,0.212594,0.212594,0.0
ePKA+DHPGR.Km,Receptors_S6K,Ru2012_Fig1C.json,0.44157,0.44157,0.0
ePKA+DHPGR.Km,Receptors_S6K,Lenz2005_Fig1C_S6K_NMDA.json,0.403164,0.403164,0.0
ePKA+DHPGR.Km,Receptors_S6K,Shehata2012_Fig4B_S6K.json,0.3749,0.3749,0.0
ePKA+DHPGR.Km,Receptors_S6K,Li2012_Fig1C.json,0.701666,0.701666,0.0
ePKA+DHPGR.Km,Receptors_protein,Auerbach2011_Fig2I_WT.json,0.061719,0.061719,0.0
ePKA+DHPGR.Km,Receptors_protein,Demeshkina2007_FigS3B.json,0.668739,0.668739,0.0
ePKA+DHPGR.Km,Receptors_protein,Lorsch1999_Fig5B.json,0.415066,0.415066,0.0
ePKA+DHPGR.Km,Receptors_protein,BarnesSA2015_Fig3D_WT.json,0.19352,0.19352,0.0
ePKA+DHPGR.Km,Receptors_protein,BarnesSA2015_Fig4Di_WT.json,0.015106,0.015106,0.0
ePKA+DHPGR.Km,Receptors_protein,Bhattacharya2016_Fig1C.json,0.423272,0.423272,0.0
ePKA+DHPGR.Km,Receptors_protein,Bowling2016_Fig1C.json,0.179441,0.179441,0.0
ePKA+DHPGR.Km,Receptors_protein,Bowling2016_Fig1E_CA1.json,0.162367,0.162367,0.0
ePKA+DHPGR.Km,Receptors_protein,Bowling2016_Fig1E_DG.json,0.306499,0.306499,0.0
ePKA+DHPGR.Km,Receptors_protein,Dieterich2010_Fig5B.json,0.219903,0.219903,0.0
ePKA+DHPGR.Km,Receptors_protein,Genheden2015_Fig2A.json,0.140543,0.140543,0.0
ePKA+DHPGR.Km,Receptors_protein,Osterweil2010_Fig4.json,0.162885,0.162885,0.0
ePKA+DHPGR.Km,Receptors_protein,Wei-Lun2015_Fig4C_BDNF.json,0.280848,0.280848,0.0
ePKA+DHPGR.Km,Receptors_protein,Rothenberg2018_FigS3B.json,0.101647,0.101647,0.0
ePKA+DHPGR.Km,Receptors_protein,Dastidar2020_3C_DHPG.json,0.236325,0.236325,0.0
ePKA+DHPGR.Km,Receptors_protein,Osterweil2010_Fig1G.json,0.112814,0.112814,0.0
ePKA+DHPGR.Km,Receptors_protein,Wei-Lun2015_Fig4C_Glutamate.json,0.512879,0.512879,0.0
ePKA+DHPGR.Km,Receptors_protein,Jeon2012_Fig1C_FMRP.json,0.607635,0.607635,0.0
ePKA+DHPGR.Km,Receptors_protein,Dastidar2020_3C_NMDA.json,0.277397,0.277397,0.0
ePKA+DHPGR.Km,Receptors_protein,Gross2010_Fig5D_APV.json,0.081908,0.081908,0.0
ePKA+DHPGR.Km,Receptors_protein,Scheetz2000_Fig1B.json,0.224948,0.224948,0.0
ePKA+DHPGR.kcat,Receptors_MAPK,BarnesSA2015_Fig4Diii_WT.json,0.697216,0.697216,0.0
ePKA+DHPGR.kcat,Receptors_MAPK,Kolch1993_Fig2.json,0.079915,0.079915,0.0
ePKA+DHPGR.kcat,Receptors_MAPK,Auerbach2011_Fig1D_WT.json,0.512155,0.512155,-0.0
ePKA+DHPGR.kcat,Receptors_MAPK,Emery2012_Fig1C.json,0.774023,0.774023,0.0
ePKA+DHPGR.kcat,Receptors_MAPK,Lenz2005_Fig1C_ERK_NMDA.json,0.319859,0.31986,0.0
ePKA+DHPGR.kcat,Receptors_S6K,Alessi1998_Fig6A.json,0.532405,0.532405,0.0
ePKA+DHPGR.kcat,Receptors_S6K,Page2006_Fig2D.json,0.209504,0.209504,-0.0
ePKA+DHPGR.kcat,Receptors_S6K,Ru2012_Fig1C.json,0.44157,0.44157,0.0
ePKA+DHPGR.kcat,Receptors_S6K,Li2012_Fig1C.json,0.701666,0.701666,-0.0
ePKA+DHPGR.kcat,Receptors_protein,Demeshkina2007_FigS3B.json,0.668739,0.668739,0.0
ePKA+DHPGR.kcat,Receptors_protein,Lorsch1999_Fig5B.json,0.415066,0.415066,0.0
ePKA+DHPGR.kcat,Receptors_protein,BarnesSA2015_Fig3D_WT.json,0.19352,0.193521,0.0
ePKA+DHPGR.kcat,Receptors_protein,BarnesSA2015_Fig4Di_WT.json,0.015106,0.015106,-0.0
ePKA+DHPGR.kcat,Receptors_protein,Dieterich2010_Fig5B.json,0.219903,0.219904,0.0
ePKA+DHPGR.kcat,Receptors_protein,Wei-Lun2015_Fig4C_BDNF.json,0.280848,0.280848,0.0
ePKA+DHPGR.kcat,Receptors_protein,Rothenberg2018_FigS3B.json,0.101647,0.101647,-0.0
ePKA+DHPGR.kcat,Receptors_protein,Dastidar2020_3C_DHPG.json,0.236325,0.236325,0.0
ePKA+DHPGR.kcat,Receptors_protein,Osterweil2010_Fig1G.json,0.112814,0.112814,0.0
ePKA+DHPGR.kcat,Receptors_protein,Wei-Lun2015_Fig4C_Glutamate.json,0.512879,0.512878,-0.0
ePKA+DHPGR.kcat,Receptors_protein,Scheetz2000_Fig1B.json,0.224948,0.224948,-0.0
ePKA+RG.Km,Receptors_MAPK,Kolch1993_Fig2.json,0.079915,0.079915,0.0
ePKA+RG.Km,Receptors_MAPK,Lenz2005_Fig1C_ERK_BDNF.json,0.482511,0.482511,-0.0
ePKA+RG.Km,Receptors_MAPK,Numakawa2009_FigS8C.json,0.472866,0.472866,0.0
ePKA+RG.Km,Receptors_MAPK,Cardone2004_Fig5D.json,0.221883,0.221882,-0.0
ePKA+RG.Km,Receptors_MAPK,Auerbach2011_Fig1D_WT.json,0.512155,0.512155,0.0
ePKA+RG.Km,Receptors_MAPK,Zhang2016_Fig7C.json,0.376236,0.376236,0.0
ePKA+RG.Km,Receptors_MAPK,Emery2012_Fig1C.json,0.774023,0.774023,0.0
ePKA+RG.Km,Receptors_MAPK,Lenz2005_Fig1C_ERK_NMDA.json,0.319859,0.319859,0.0
ePKA+RG.Km,Receptors_S6K,Alessi1998_Fig6A.json,0.532405,0.532405,0.0
ePKA+RG.Km,Receptors_S6K,Bateup2011_Fig1B_pS6K.json,0.21964,0.21964,-0.0
ePKA+RG.Km,Receptors_S6K,Aditi_S6K.json,0.090683,0.090682,-0.0
ePKA+RG.Km,Receptors_S6K,Page2006_Fig4D.json,0.276424,0.276424,0.0
ePKA+RG.Km,Receptors_S6K,Ru2012_Fig1C.json,0.44157,0.44157,0.0
ePKA+RG.Km,Receptors_S6K,Li2012_Fig1C.json,0.701666,0.701666,0.0
ePKA+RG.Km,Receptors_protein,Demeshkina2007_FigS3B.json,0.668739,0.668739,0.0
ePKA+RG.Km,Receptors_protein,Lorsch1999_Fig5B.json,0.415066,0.415066,0.0
ePKA+RG.Km,Receptors_protein,Dieterich2010_Fig5B.json,0.219903,0.219904,0.0
ePKA+RG.Km,Receptors_protein,Wei-Lun2015_Fig4C_BDNF.json,0.280848,0.280848,0.0
ePKA+RG.Km,Receptors_protein,Rothenberg2018_FigS3B.json,0.101647,0.101647,0.0
ePKA+RG.Km,Receptors_protein,Dastidar2020_3C_DHPG.json,0.236325,0.236326,0.0
ePKA+RG.Km,Receptors_protein,Wei-Lun2015_Fig4C_Glutamate.json,0.512879,0.512879,-0.0
ePKA+RG.Km,Receptors_protein,Scheetz2000_Fig1B.json,0.224948,0.224948,-0.0
ePKA+RG.kcat,Receptors_MAPK,Kolch1993_Fig2.json,0.079915,0.079915,0.0
ePKA+RG.kcat,Receptors_MAPK,Numakawa2009_FigS8C.json,0.472866,0.472866,0.0
ePKA+RG.kcat,Receptors_MAPK,Emery2012_Fig1C.json,0.774023,0.774023,0.0
ePKA+RG.kcat,Receptors_S6K,Alessi1998_Fig6A.json,0.532405,0.532405,0.0
ePKA+RG.kcat,Receptors_S6K,Page2006_Fig4D.json,0.276424,0.276424,0.0
ePKA+RG.kcat,Receptors_S6K,Ru2012_Fig1C.json,0.44157,0.44157,0.0
ePKA+RG.kcat,Receptors_S6K,Li2012_Fig1C.json,0.701666,0.701666,0.0
ePKA+RG.kcat,Receptors_protein,Demeshkina2007_FigS3B.json,0.668739,0.668739,0.0
ePKA+RG.kcat,Receptors_protein,Lorsch1999_Fig5B.json,0.415066,0.415066,0.0
ePKA+RG.kcat,Receptors_protein,Dieterich2010_Fig5B.json,0.219903,0.219904,0.0
ePKA+RG.kcat,Receptors_protein,Wei-Lun2015_Fig4C_BDNF.json,0.280848,0.280848,0.0
ePKA+RG.kcat,Receptors_protein,Rothenberg2018_FigS3B.json,0.101647,0.101647,0.0
ePKA+RG.kcat,Receptors_protein,Dastidar2020_3C_DHPG.json,0.236325,0.236325,-0.0
ePKA+RG.kcat,Receptors_protein,Wei-Lun2015_Fig4C_Glutamate.json,0.512879,0.512878,-0.0
