leaf,field,group,block,path,status,in_legacy_params_csv
NMDA+NMDAR,Kd,Receptors,NMDAR,/model[0]/kinetics[0]/NMDAR_g[0]/NMDA_act_NMDAR,resolved,False
NMDA+NMDAR,tau,Receptors,NMDAR,/model[0]/kinetics[0]/NMDAR_g[0]/NMDA_act_NMDAR,resolved,False
Glu+NMDAR,Kd,Receptors,NMDAR,/model[0]/kinetics[0]/NMDAR_g[0]/Glu_act_NMDAR,resolved,True
Glu+NMDAR,tau,Receptors,NMDAR,/model[0]/kinetics[0]/NMDAR_g[0]/Glu_act_NMDAR,resolved,True
NMDAR_inact,Kf,Receptors,NMDAR,/model[0]/kinetics[0]/NMDAR_g[0]/NMDAR_inact,resolved,True
eAMPAR+Glu_NMDAR,Km,Receptors,NMDAR,/model[0]/kinetics[0]/AMPAR_g[0]/aAMPAR[0]/synAct_act_Glu_NMDAR,resolved,True
eAMPAR+Glu_NMDAR,kcat,Receptors,NMDAR,/model[0]/kinetics[0]/AMPAR_g[0]/aAMPAR[0]/synAct_act_Glu_NMDAR,resolved,True
BDNF+TrKB,Kd,Receptors,TrKB,/model[0]/kinetics[0]/TrKB_g[0]/Ligand_binding,resolved,True
BDNF+TrKB,tau,Receptors,TrKB,/model[0]/kinetics[0]/TrKB_g[0]/Ligand_binding,resolved,True
TrKBdimeriz,Kd,Receptors,TrKB,/model[0]/kinetics[0]/TrKB_g[0]/Dimeriz_TrKB,resolved,True
TrKBdimeriz,tau,Receptors,TrKB,/model[0]/kinetics[0]/TrKB_g[0]/Dimeriz_TrKB,resolved,True
auto_TrKB,Kf,Receptors,TrKB,/model[0]/kinetics[0]/TrKB_g[0]/Autophos_TrKB,resolved,True
TrKB_Internalize,Kf,Receptors,TrKB,/model[0]/kinetics[0]/TrKB_g[0]/LR_Internalize,resolved,True
TrKB_cycling,Kf,Receptors,TrKB,/model[0]/kinetics[0]/TrKB_g[0]/LR_cycling,resolved,True
IntTrKB2_deph,Kf,Receptors,TrKB,/model[0]/kinetics[0]/TrKB_g[0]/IntTrKB2_deph,resolved,True
EGF+EGFR,Kd,Receptors,EGFR,/model[0]/kinetics[0]/EGFR_g[0]/act_EGFR,resolved,True
EGF+EGFR,tau,Receptors,EGFR,/model[0]/kinetics[0]/EGFR_g[0]/act_EGFR,resolved,True
EGFR_Internalize,Kf,Receptors,EGFR,/model[0]/kinetics[0]/EGFR_g[0]/Internalize,resolved,True
EGFR_recycling,Kf,Receptors,EGFR,/model[0]/kinetics[0]/EGFR_g[0]/EGFR_recycling,resolved,True
Glu+mGluR,Kd,Receptors,Glu_mGluR,/model[0]/kinetics[0]/mGluR5_g[0]/RecLigandBinding,resolved,True
Glu+mGluR,tau,Receptors,Glu_mGluR,/model[0]/kinetics[0]/mGluR5_g[0]/RecLigandBinding,resolved,True
Glu+mGluR_Gq,Kd,Receptors,Glu_mGluR,/model[0]/kinetics[0]/mGluR5_g[0]/RecGq_bind_Glu,resolved,True
Glu+mGluR_Gq,tau,Receptors,Glu_mGluR,/model[0]/kinetics[0]/mGluR5_g[0]/RecGq_bind_Glu,resolved,True
mGluR5_recycling,Kd,Receptors,Glu_mGluR,/model[0]/kinetics[0]/mGluR5_g[0]/mGluR5_recycling,resolved,False
mGluR5_recycling,tau,Receptors,Glu_mGluR,/model[0]/kinetics[0]/mGluR5_g[0]/mGluR5_recycling,resolved,False
Glu_mGluR+Gq,Kd,Receptors,Glu_mGluR,/model[0]/kinetics[0]/mGluR5_g[0]/RecGlu_bind_Gq,resolved,True
Glu_mGluR+Gq,tau,Receptors,Glu_mGluR,/model[0]/kinetics[0]/mGluR5_g[0]/RecGlu_bind_Gq,resolved,True
GluGq_act,Kf,Receptors,Glu_mGluR,/model[0]/kinetics[0]/mGluR5_g[0]/Activate_Gq,resolved,True
mGluR5_Internalize,Kf,Receptors,Glu_mGluR,/model[0]/kinetics[0]/mGluR5_g[0]/Internalize_Rec,resolved,True
RpS870+Glu,Kd,Receptors,Glu_mGluR,/model[0]/kinetics[0]/mGluR5_g[0]/RecpS870_bind_Glu,resolved,True
RpS870+Glu,tau,Receptors,Glu_mGluR,/model[0]/kinetics[0]/mGluR5_g[0]/RecpS870_bind_Glu,resolved,True
RpS870Glu+Gq,Kd,Receptors,Glu_mGluR,/model[0]/kinetics[0]/mGluR5_g[0]/RecpS870Glu_bind_Gq,resolved,True
RpS870Glu+Gq,tau,Receptors,Glu_mGluR,/model[0]/kinetics[0]/mGluR5_g[0]/RecpS870Glu_bind_Gq,resolved,True
RpS870Gq+Glu,Kd,Receptors,Glu_mGluR,/model[0]/kinetics[0]/mGluR5_g[0]/RecpS870Gq_bind_Glu,resolved,True
RpS870Gq+Glu,tau,Receptors,Glu_mGluR,/model[0]/kinetics[0]/mGluR5_g[0]/RecpS870Gq_bind_Glu,resolved,True
GluRpS870G_act,Kf,Receptors,Glu_mGluR,/model[0]/kinetics[0]/mGluR5_g[0]/GluRpS870G_act,resolved,True
ePP2A+RpS870,Km,Receptors,Glu_mGluR,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/RpS870_dephospho,resolved,True
ePP2A+RpS870,kcat,Receptors,Glu_mGluR,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/RpS870_dephospho,resolved,True
ePP2A+RpS870G,Km,Receptors,Glu_mGluR,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/RpS870G_dephospho,resolved,True
ePP2A+RpS870G,kcat,Receptors,Glu_mGluR,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/RpS870G_dephospho,resolved,True
ePP2A+LRpS870G,Km,Receptors,Glu_mGluR,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/LRpS870G_dephospho,resolved,True
ePP2A+LRpS870G,kcat,Receptors,Glu_mGluR,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/LRpS870G_dephospho,resolved,True
ePP2A+LRpS870,Km,Receptors,Glu_mGluR,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/LRpS870_dephospho,resolved,True
ePP2A+LRpS870,kcat,Receptors,Glu_mGluR,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/LRpS870_dephospho,resolved,True
ePKC+mGluR,Km,Receptors,Glu_mGluR,/model[0]/kinetics[0]/PKC_g[0]/PKC_active[0]/mGluR_phos_S901,resolved,True
ePKC+mGluR,kcat,Receptors,Glu_mGluR,/model[0]/kinetics[0]/PKC_g[0]/PKC_active[0]/mGluR_phos_S901,resolved,True
ePKC+LR,Km,Receptors,Glu_mGluR,,not_found_in_model,True
ePKC+LR,kcat,Receptors,Glu_mGluR,,not_found_in_model,True
ePKC+LRG,Km,Receptors,Glu_mGluR,/model[0]/kinetics[0]/PKC_g[0]/PKC_active[0]/LRG_phos_S901,resolved,False
ePKC+LRG,kcat,Receptors,Glu_mGluR,/model[0]/kinetics[0]/PKC_g[0]/PKC_active[0]/LRG_phos_S901,resolved,False
ePKC+RG,Km,Receptors,Glu_mGluR,,not_found_in_model,False
ePKC+RG,kcat,Receptors,Glu_mGluR,,not_found_in_model,False
ePKC+LRpS870,Km,Receptors,Glu_mGluR,,not_found_in_model,False
ePKC+LRpS870,kcat,Receptors,Glu_mGluR,,not_found_in_model,False
ePKC+LRpS870G,Km,Receptors,Glu_mGluR,/model[0]/kinetics[0]/PKC_g[0]/PKC_active[0]/LRpS870G_phos_S901,resolved,False
ePKC+LRpS870G,kcat,Receptors,Glu_mGluR,/model[0]/kinetics[0]/PKC_g[0]/PKC_active[0]/LRpS870G_phos_S901,resolved,False
ePKC+RpS870,Km,Receptors,Glu_mGluR,,not_found_in_model,False
ePKC+RpS870,kcat,Receptors,Glu_mGluR,,not_found_in_model,False
ePKC+RpS870G,Km,Receptors,Glu_mGluR,,not_found_in_model,False
ePKC+RpS870G,kcat,Receptors,Glu_mGluR,,not_found_in_model,False
ePP2A+RpS870S901,Km,Receptors,Glu_mGluR,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/RpS870S901_dephospho,resolved,True
ePP2A+RpS870S901,kcat,Receptors,Glu_mGluR,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/RpS870S901_dephospho,resolved,True
ePP2A+RpS870S901G,Km,Receptors,Glu_mGluR,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/RpS870S901G_dephospho,resolved,True
ePP2A+RpS870S901G,kcat,Receptors,Glu_mGluR,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/RpS870S901G_dephospho,resolved,True
ePKA+GluRG,Km,Receptors,Glu_mGluR,/model[0]/kinetics[0]/PKA_g[0]/PKA_active[0]/PKA_act_GluRG,resolved,False
ePKA+GluRG,kcat,Receptors,Glu_mGluR,/model[0]/kinetics[0]/PKA_g[0]/PKA_active[0]/PKA_act_GluRG,resolved,False
ePKA+GluR,Km,Receptors,Glu_mGluR,/model[0]/kinetics[0]/PKA_g[0]/PKA_active[0]/PKA_act_GluR,resolved,True
ePKA+GluR,kcat,Receptors,Glu_mGluR,/model[0]/kinetics[0]/PKA_g[0]/PKA_active[0]/PKA_act_GluR,resolved,True
ePKA+RG,Km,Receptors,Glu_mGluR,/model[0]/kinetics[0]/PKA_g[0]/PKA_active[0]/PKA_act_RG,resolved,True
ePKA+RG,kcat,Receptors,Glu_mGluR,/model[0]/kinetics[0]/PKA_g[0]/PKA_active[0]/PKA_act_RG,resolved,True
ePKA+R,Km,Receptors,Glu_mGluR,/model[0]/kinetics[0]/PKA_g[0]/PKA_active[0]/PKA_act_R,resolved,True
ePKA+R,kcat,Receptors,Glu_mGluR,/model[0]/kinetics[0]/PKA_g[0]/PKA_active[0]/PKA_act_R,resolved,True
ePP2A+IntRpS901,Km,Receptors,Glu_mGluR,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/IntmGluRpS901_dephosph,resolved,True
ePP2A+IntRpS901,kcat,Receptors,Glu_mGluR,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/IntmGluRpS901_dephosph,resolved,True
ePP2A+IntRpS840,Km,Receptors,Glu_mGluR,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/IntmGluRpT840_dephosph,resolved,True
ePP2A+IntRpS840,kcat,Receptors,Glu_mGluR,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/IntmGluRpT840_dephosph,resolved,True
Gq_release,Kf,Receptors,Glu_mGluR,/model[0]/kinetics[0]/mGluR5_g[0]/Gq_release,resolved,True
DHPG_mGluR+Gq,Kd,Receptors,DHPG_mGluR,/model[0]/kinetics[0]/DHPG_mGluR_g[0]/DHPG_Rec_bind_Gq,resolved,True
DHPG_mGluR+Gq,tau,Receptors,DHPG_mGluR,/model[0]/kinetics[0]/DHPG_mGluR_g[0]/DHPG_Rec_bind_Gq,resolved,True
DHPG+mGluR,Kd,Receptors,DHPG_mGluR,/model[0]/kinetics[0]/DHPG_mGluR_g[0]/DHPG_bind_mGluR,resolved,True
DHPG+mGluR,tau,Receptors,DHPG_mGluR,/model[0]/kinetics[0]/DHPG_mGluR_g[0]/DHPG_bind_mGluR,resolved,True
DHPG+mGluR_Gq,Kd,Receptors,DHPG_mGluR,/model[0]/kinetics[0]/DHPG_mGluR_g[0]/DHPG_bind_RecGq,resolved,True
DHPG+mGluR_Gq,tau,Receptors,DHPG_mGluR,/model[0]/kinetics[0]/DHPG_mGluR_g[0]/DHPG_bind_RecGq,resolved,True
DHPGGq_act,Kf,Receptors,DHPG_mGluR,/model[0]/kinetics[0]/DHPG_mGluR_g[0]/DHPG_Activate_Gq,resolved,True
RpS870+DHPG,Kd,Receptors,DHPG_mGluR,/model[0]/kinetics[0]/DHPG_mGluR_g[0]/DHPG_bind_RecpS870,resolved,True
RpS870+DHPG,tau,Receptors,DHPG_mGluR,/model[0]/kinetics[0]/DHPG_mGluR_g[0]/DHPG_bind_RecpS870,resolved,True
RpS870DHPG+Gq,Kd,Receptors,DHPG_mGluR,/model[0]/kinetics[0]/DHPG_mGluR_g[0]/DHPG_RecpS870_bind_Gq,resolved,True
RpS870DHPG+Gq,tau,Receptors,DHPG_mGluR,/model[0]/kinetics[0]/DHPG_mGluR_g[0]/DHPG_RecpS870_bind_Gq,resolved,True
RpS870Gq+DHPG,Kd,Receptors,DHPG_mGluR,/model[0]/kinetics[0]/DHPG_mGluR_g[0]/DHPG_bind_RecpS870_Gq,resolved,True
RpS870Gq+DHPG,tau,Receptors,DHPG_mGluR,/model[0]/kinetics[0]/DHPG_mGluR_g[0]/DHPG_bind_RecpS870_Gq,resolved,True
DHPGRpS870G_act,Kf,Receptors,DHPG_mGluR,/model[0]/kinetics[0]/DHPG_mGluR_g[0]/DHPGRpS870G_act,resolved,True
ePKA+DHPGRG,Km,Receptors,DHPG_mGluR,/model[0]/kinetics[0]/PKA_g[0]/PKA_active[0]/PKA_act_DHPGRG,resolved,False
ePKA+DHPGRG,kcat,Receptors,DHPG_mGluR,/model[0]/kinetics[0]/PKA_g[0]/PKA_active[0]/PKA_act_DHPGRG,resolved,False
ePKA+DHPGR,Km,Receptors,DHPG_mGluR,/model[0]/kinetics[0]/PKA_g[0]/PKA_active[0]/PKA_act_DHPGR,resolved,False
ePKA+DHPGR,kcat,Receptors,DHPG_mGluR,/model[0]/kinetics[0]/PKA_g[0]/PKA_active[0]/PKA_act_DHPGR,resolved,False
ePKC+DHPGRpS870,Km,Receptors,DHPG_mGluR,,not_found_in_model,False
ePKC+DHPGRpS870,kcat,Receptors,DHPG_mGluR,,not_found_in_model,False
ePKC+DHPGRG,Km,Receptors,DHPG_mGluR,/model[0]/kinetics[0]/PKC_g[0]/PKC_active[0]/DHPGRG_phos_S901,resolved,False
ePKC+DHPGRG,kcat,Receptors,DHPG_mGluR,/model[0]/kinetics[0]/PKC_g[0]/PKC_active[0]/DHPGRG_phos_S901,resolved,False
ePKC+DHPGR,Km,Receptors,DHPG_mGluR,,not_found_in_model,True
ePKC+DHPGR,kcat,Receptors,DHPG_mGluR,,not_found_in_model,True
ePKC+DHPGRpS870G,Km,Receptors,DHPG_mGluR,/model[0]/kinetics[0]/PKC_g[0]/PKC_active[0]/DHPGRpS870G_phos_S901,resolved,False
ePKC+DHPGRpS870G,kcat,Receptors,DHPG_mGluR,/model[0]/kinetics[0]/PKC_g[0]/PKC_active[0]/DHPGRpS870G_phos_S901,resolved,False
ePP2A+DHPGRpS870,Km,Receptors,DHPG_mGluR,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/DHPGRpS870_dephospho,resolved,True
ePP2A+DHPGRpS870,kcat,Receptors,DHPG_mGluR,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/DHPGRpS870_dephospho,resolved,True
ePP2A+DHPGRpS870G,Km,Receptors,DHPG_mGluR,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/DHPGRpS870G_dephospho,resolved,True
ePP2A+DHPGRpS870G,kcat,Receptors,DHPG_mGluR,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/DHPGRpS870G_dephospho,resolved,True
Iso+b2AR,Kd,Receptors,b2AR,/model[0]/kinetics[0]/b2AR_g[0]/Iso_bind_b2AR,resolved,True
Iso+b2AR,tau,Receptors,b2AR,/model[0]/kinetics[0]/b2AR_g[0]/Iso_bind_b2AR,resolved,True
IsoR+GsGDP,Kd,Receptors,b2AR,/model[0]/kinetics[0]/b2AR_g[0]/IsoR_bind_GsGDP,resolved,True
IsoR+GsGDP,tau,Receptors,b2AR,/model[0]/kinetics[0]/b2AR_g[0]/IsoR_bind_GsGDP,resolved,True
Iso+RGs,Kd,Receptors,b2AR,/model[0]/kinetics[0]/b2AR_g[0]/Iso_bind_RGs,resolved,True
Iso+RGs,tau,Receptors,b2AR,/model[0]/kinetics[0]/b2AR_g[0]/Iso_bind_RGs,resolved,True
b2AR_recycling,Kf,Receptors,b2AR,/model[0]/kinetics[0]/b2AR_g[0]/b2AR_recycling,resolved,True
Iso_act_Gs,Kf,Receptors,b2AR,/model[0]/kinetics[0]/b2AR_g[0]/Iso_Act_Gs,resolved,True
degradation_1,Kf,Receptors,AMPAR,/model[0]/kinetics[0]/AMPAR_g[0]/degradation_1,resolved,True
degradation_2,Kf,Receptors,AMPAR,/model[0]/kinetics[0]/AMPAR_g[0]/degradation_2,resolved,True
exchange,Kd,Receptors,AMPAR,/model[0]/kinetics[0]/AMPAR_g[0]/exchange,resolved,False
exchange,tau,Receptors,AMPAR,/model[0]/kinetics[0]/AMPAR_g[0]/exchange,resolved,False
to_memb,Kd,Receptors,AMPAR,/model[0]/kinetics[0]/AMPAR_g[0]/to_memb,resolved,False
to_memb,tau,Receptors,AMPAR,/model[0]/kinetics[0]/AMPAR_g[0]/to_memb,resolved,False
to_memb_1,Kd,Receptors,AMPAR,/model[0]/kinetics[0]/AMPAR_g[0]/to_memb_1,resolved,False
to_memb_1,tau,Receptors,AMPAR,/model[0]/kinetics[0]/AMPAR_g[0]/to_memb_1,resolved,False
Glu+sAMPAR,Kd,Receptors,AMPAR,/model[0]/kinetics[0]/AMPAR_g[0]/Glu_bind_sAMPAR,resolved,True
Glu+sAMPAR,tau,Receptors,AMPAR,/model[0]/kinetics[0]/AMPAR_g[0]/Glu_bind_sAMPAR,resolved,True
Glu+sAMPARpS831,Kd,Receptors,AMPAR,/model[0]/kinetics[0]/AMPAR_g[0]/Glu_bind_sAMPARpS831,resolved,True
Glu+sAMPARpS831,tau,Receptors,AMPAR,/model[0]/kinetics[0]/AMPAR_g[0]/Glu_bind_sAMPARpS831,resolved,True
Glu+sAMPARpS845,Kd,Receptors,AMPAR,/model[0]/kinetics[0]/AMPAR_g[0]/Glu_bind_sAMPARpS845,resolved,True
Glu+sAMPARpS845,tau,Receptors,AMPAR,/model[0]/kinetics[0]/AMPAR_g[0]/Glu_bind_sAMPARpS845,resolved,True
Glu+sAMPARpS845S831,Kd,Receptors,AMPAR,/model[0]/kinetics[0]/AMPAR_g[0]/Glu_bind_sAMPARpS845S831,resolved,True
Glu+sAMPARpS845S831,tau,Receptors,AMPAR,/model[0]/kinetics[0]/AMPAR_g[0]/Glu_bind_sAMPARpS845S831,resolved,True
AMPA+sAMPAR,Kd,Receptors,AMPAR,/model[0]/kinetics[0]/AMPAR_g[0]/AMPA_bind_sAMPAR,resolved,True
AMPA+sAMPAR,tau,Receptors,AMPAR,/model[0]/kinetics[0]/AMPAR_g[0]/AMPA_bind_sAMPAR,resolved,True
AMPA+sAMPARpS831,Kd,Receptors,AMPAR,/model[0]/kinetics[0]/AMPAR_g[0]/AMPA_bind_sAMPARpS831,resolved,True
AMPA+sAMPARpS831,tau,Receptors,AMPAR,/model[0]/kinetics[0]/AMPAR_g[0]/AMPA_bind_sAMPARpS831,resolved,True
AMPA+sAMPARpS845,Kd,Receptors,AMPAR,/model[0]/kinetics[0]/AMPAR_g[0]/AMPA_bind_sAMPARpS845,resolved,True
AMPA+sAMPARpS845,tau,Receptors,AMPAR,/model[0]/kinetics[0]/AMPAR_g[0]/AMPA_bind_sAMPARpS845,resolved,True
AMPA+sAMPARpS845S831,Kd,Receptors,AMPAR,/model[0]/kinetics[0]/AMPAR_g[0]/AMPA_bind_sAMPARpS845S831,resolved,True
AMPA+sAMPARpS845S831,tau,Receptors,AMPAR,/model[0]/kinetics[0]/AMPAR_g[0]/AMPA_bind_sAMPARpS845S831,resolved,True
ePP1+iAMPARpS831,Km,Receptors,AMPAR,/model[0]/kinetics[0]/PP1_g[0]/PP1_active[0]/PP1_inact_intAMPARpS831,resolved,True
ePP1+iAMPARpS831,kcat,Receptors,AMPAR,/model[0]/kinetics[0]/PP1_g[0]/PP1_active[0]/PP1_inact_intAMPARpS831,resolved,True
ePP1+iAMPARpS845S831,Km,Receptors,AMPAR,/model[0]/kinetics[0]/PP1_g[0]/PP1_active[0]/PP1_inact_intAMPARpS845S831,resolved,True
ePP1+iAMPARpS845S831,kcat,Receptors,AMPAR,/model[0]/kinetics[0]/PP1_g[0]/PP1_active[0]/PP1_inact_intAMPARpS845S831,resolved,True
ePP1+sAMPARpS831,Km,Receptors,AMPAR,/model[0]/kinetics[0]/PP1_g[0]/PP1_active[0]/PP1_inact_sAMPARpS831,resolved,True
ePP1+sAMPARpS831,kcat,Receptors,AMPAR,/model[0]/kinetics[0]/PP1_g[0]/PP1_active[0]/PP1_inact_sAMPARpS831,resolved,True
ePP1+sAMPARpS845S831,Km,Receptors,AMPAR,/model[0]/kinetics[0]/PP1_g[0]/PP1_active[0]/PP1_inact_sAMPARpS845S831,resolved,True
ePP1+sAMPARpS845S831,kcat,Receptors,AMPAR,/model[0]/kinetics[0]/PP1_g[0]/PP1_active[0]/PP1_inact_sAMPARpS845S831,resolved,True
ePKA+sAMPAR,Km,Receptors,AMPAR,/model[0]/kinetics[0]/PKA_g[0]/PKA_active[0]/PKA_act_membAMPAR,resolved,True
ePKA+sAMPAR,kcat,Receptors,AMPAR,/model[0]/kinetics[0]/PKA_g[0]/PKA_active[0]/PKA_act_membAMPAR,resolved,True
ePKA+sAMPARpS831,Km,Receptors,AMPAR,/model[0]/kinetics[0]/PKA_g[0]/PKA_active[0]/PKA_act_sAMPARpS831,resolved,True
ePKA+sAMPARpS831,kcat,Receptors,AMPAR,/model[0]/kinetics[0]/PKA_g[0]/PKA_active[0]/PKA_act_sAMPARpS831,resolved,True
ePKA+Glu_sAMPARp,Km,Receptors,AMPAR,/model[0]/kinetics[0]/PKA_g[0]/PKA_active[0]/PKA_act_Glu_membAMPARp,resolved,False
ePKA+Glu_sAMPARp,kcat,Receptors,AMPAR,/model[0]/kinetics[0]/PKA_g[0]/PKA_active[0]/PKA_act_Glu_membAMPARp,resolved,False
ePKA+AMPA_sAMPARp,Km,Receptors,AMPAR,/model[0]/kinetics[0]/PKA_g[0]/PKA_active[0]/PKA_act_AMPA_membAMPARp,resolved,False
ePKA+AMPA_sAMPARp,kcat,Receptors,AMPAR,/model[0]/kinetics[0]/PKA_g[0]/PKA_active[0]/PKA_act_AMPA_membAMPARp,resolved,False
ePKA+intAMPAR,Km,Receptors,AMPAR,/model[0]/kinetics[0]/PKA_g[0]/PKA_active[0]/PKA_act_intAMPAR,resolved,True
ePKA+intAMPAR,kcat,Receptors,AMPAR,/model[0]/kinetics[0]/PKA_g[0]/PKA_active[0]/PKA_act_intAMPAR,resolved,True
eCaN+iAMPARpS845,Km,Receptors,AMPAR,/model[0]/kinetics[0]/PP2B_g[0]/CaM(Ca)n_CaNAB[0]/intAMPARpS845_inact,resolved,True
eCaN+iAMPARpS845,kcat,Receptors,AMPAR,/model[0]/kinetics[0]/PP2B_g[0]/CaM(Ca)n_CaNAB[0]/intAMPARpS845_inact,resolved,True
eCaN+iAMPARpS845S831,Km,Receptors,AMPAR,/model[0]/kinetics[0]/PP2B_g[0]/CaM(Ca)n_CaNAB[0]/intAMPARpS845S831_inact,resolved,True
eCaN+iAMPARpS845S831,kcat,Receptors,AMPAR,/model[0]/kinetics[0]/PP2B_g[0]/CaM(Ca)n_CaNAB[0]/intAMPARpS845S831_inact,resolved,True
eCaMKII+AMPARpS845,Km,Receptors,AMPAR,/model[0]/kinetics[0]/CaMKII_g[0]/aCaMKII[0]/AMPARpS845_act,resolved,True
eCaMKII+AMPARpS845,kcat,Receptors,AMPAR,/model[0]/kinetics[0]/CaMKII_g[0]/aCaMKII[0]/AMPARpS845_act,resolved,True
eCaMKII+Glu_sAMPARpS845,Km,Receptors,AMPAR,/model[0]/kinetics[0]/CaMKII_g[0]/aCaMKII[0]/CaMKII_act_Glu_sAMPARp,resolved,True
eCaMKII+Glu_sAMPARpS845,kcat,Receptors,AMPAR,/model[0]/kinetics[0]/CaMKII_g[0]/aCaMKII[0]/CaMKII_act_Glu_sAMPARp,resolved,True
eCaMKII+AMPA_sAMPARpS845,Km,Receptors,AMPAR,/model[0]/kinetics[0]/CaMKII_g[0]/aCaMKII[0]/CaMKII_act_AMPA_sAMPARp,resolved,True
eCaMKII+AMPA_sAMPARpS845,kcat,Receptors,AMPAR,/model[0]/kinetics[0]/CaMKII_g[0]/aCaMKII[0]/CaMKII_act_AMPA_sAMPARp,resolved,True
eCaN+sAMPARpS845,Km,Receptors,AMPAR,/model[0]/kinetics[0]/PP2B_g[0]/CaM(Ca)n_CaNAB[0]/sAMPARpS845_inact,resolved,True
eCaN+sAMPARpS845,kcat,Receptors,AMPAR,/model[0]/kinetics[0]/PP2B_g[0]/CaM(Ca)n_CaNAB[0]/sAMPARpS845_inact,resolved,True
eCaN+sAMPARpS845S831,Km,Receptors,AMPAR,/model[0]/kinetics[0]/PP2B_g[0]/CaM(Ca)n_CaNAB[0]/sAMPARpS845S831_inact,resolved,True
eCaN+sAMPARpS845S831,kcat,Receptors,AMPAR,/model[0]/kinetics[0]/PP2B_g[0]/CaM(Ca)n_CaNAB[0]/sAMPARpS845S831_inact,resolved,True
from_memb,Kf,Receptors,AMPAR,/model[0]/kinetics[0]/AMPAR_g[0]/from_memb,resolved,True
from_memb1,Kf,Receptors,AMPAR,/model[0]/kinetics[0]/AMPAR_g[0]/from_memb1,resolved,True
from_memb2,Kf,Receptors,AMPAR,/model[0]/kinetics[0]/AMPAR_g[0]/from_memb2,resolved,True
from_memb3,Kf,Receptors,AMPAR,/model[0]/kinetics[0]/AMPAR_g[0]/from_memb3,resolved,True
eCaMKIIp+synGAP_PSD,Km,Receptors,AMPAR,/model[0]/kinetics[0]/CaMKII_g[0]/aCaMKII[0]/synGAP_act,resolved,True
eCaMKIIp+synGAP_PSD,kcat,Receptors,AMPAR,/model[0]/kinetics[0]/CaMKII_g[0]/aCaMKII[0]/synGAP_act,resolved,True
eCaMKII+synGAP_PDZ,Km,Receptors,AMPAR,/model[0]/kinetics[0]/CaMKII_g[0]/aCaMKII[0]/synGAP_PDZ_act,resolved,True
eCaMKII+synGAP_PDZ,kcat,Receptors,AMPAR,/model[0]/kinetics[0]/CaMKII_g[0]/aCaMKII[0]/synGAP_PDZ_act,resolved,True
synGAP+PSD95,Kd,Receptors,AMPAR,/model[0]/kinetics[0]/synGAP_g[0]/synGAP_PDZ_assoc,resolved,True
synGAP+PSD95,tau,Receptors,AMPAR,/model[0]/kinetics[0]/synGAP_g[0]/synGAP_PDZ_assoc,resolved,True
synGAPpPSD_dissoc,Kd,Receptors,AMPAR,/model[0]/kinetics[0]/synGAP_g[0]/synGAPp_PDZ_dissoc,resolved,False
synGAPpPSD_dissoc,tau,Receptors,AMPAR,/model[0]/kinetics[0]/synGAP_g[0]/synGAPp_PDZ_dissoc,resolved,False
synGAP_deph,Kf,Receptors,AMPAR,/model[0]/kinetics[0]/synGAP_g[0]/dephosph_synGAP,resolved,True
CaMCa3+Ca,Kd,SecondMessengers,CaM,/model[0]/kinetics[0]/CaM_g[0]/CaM_Ca3_bind_Ca,resolved,False
CaMCa3+Ca,tau,SecondMessengers,CaM,/model[0]/kinetics[0]/CaM_g[0]/CaM_Ca3_bind_Ca,resolved,False
CaM+Ca,Kd,SecondMessengers,CaM,/model[0]/kinetics[0]/CaM_g[0]/CaM_bind_Ca,resolved,True
CaM+Ca,tau,SecondMessengers,CaM,/model[0]/kinetics[0]/CaM_g[0]/CaM_bind_Ca,resolved,True
CaMCa2+Ca,Kd,SecondMessengers,CaM,/model[0]/kinetics[0]/CaM_g[0]/CaM_Ca2_bind_Ca,resolved,True
CaMCa2+Ca,tau,SecondMessengers,CaM,/model[0]/kinetics[0]/CaM_g[0]/CaM_Ca2_bind_Ca,resolved,True
CaMCa+Ca,Kd,SecondMessengers,CaM,/model[0]/kinetics[0]/CaM_g[0]/CaM_Ca_bind_Ca,resolved,True
