block,leaf,field,n_experiments,min_dscore,max_dscore,mean_abs_dscore,max_abs_dscore,status,manual_override,crosscheck_tested,crosscheck_peak_abs_dscore,crosscheck_verdict
PKC,PKC+AA,tau,7,-0.000925,0.010581,0.001712,0.010581,sloppy,,,,
mGluR_PLCb,PLC+Gq,tau,10,-0.010842,0.0,0.001099,0.010842,sloppy,,,,
Glu_mGluR_1,ePP2A+LRpS870G,kcat,21,-2.6e-05,0.01091,0.000522,0.01091,sloppy,,,,
barr2,GRK2+bg,tau,4,-0.011052,8.1e-05,0.002786,0.011052,sloppy,,,,
Receptors_protein,eTrans+AA,kcat,22,-0.002253,0.011089,0.001117,0.011089,sloppy,,,,
Glu_mGluR_1,RpS870Glu+Gq,Kd,21,-0.0001,0.011106,0.000539,0.011106,sloppy,,,,
AC_1,Gs+AC2,tau,15,-0.007884,0.011227,0.003777,0.011227,well_identified,,,,
Ca,eNMDA_NMDAR+Ca,Km,20,-1e-06,0.011324,0.000566,0.011324,sloppy,,,,
HomerPIKE_1,PI3K+Glu_mGluR_HomerPIKE,tau,4,-0.011465,0.0,0.004677,0.011465,sloppy,,,,
Receptors_S6K,ePP2A+S6Kpq,kcat,26,-0.010501,0.01165,0.002121,0.01165,sloppy,,,,
mGluR_PLCb,Degrade_IP3,Kf,10,-0.007885,0.011776,0.001967,0.011776,sloppy,,,,
AC_3,ecAMP_PDE+cAMP,Km,15,-0.011866,0.009005,0.003236,0.011866,sloppy,,,,
mGluR_PLCb,PLC+Gq,Kd,10,-0.003984,0.012461,0.002109,0.012461,sloppy,,,,
Receptors_Ras_2,eCaMGEF+Ras,Km,9,-6.5e-05,0.01273,0.00143,0.01273,sloppy,,,,
Glu_mGluR_2,mGluR5_Internalize,Kf,21,-0.010167,0.012857,0.001846,0.012857,well_identified,,,,
b2AR,Iso+b2AR,Kd,3,-0.012965,0.012334,0.01075,0.012965,well_identified,,,,
AC_3,ecAMP_PDE+cAMP,kcat,15,-0.013044,0.010833,0.003798,0.013044,sloppy,,,,
PKC,PKC+AA,Kd,7,-0.013049,0.000345,0.002444,0.013049,well_identified,,,,
Receptors_MAPK_1,ePKC+ng,kcat,45,-9.7e-05,0.013936,0.000331,0.013936,sloppy,,,,
AMPAR_4,eCaMKII+Glu_sAMPARpS845,kcat,23,-0.005772,0.014107,0.001229,0.014107,well_identified,,,,
TrKs_PLCg,eEGFR+CaPLCg,Km,14,-0.014108,0.010744,0.003279,0.014108,sloppy,,,,
AMPAR_2,ePKA+AMPA_sAMPARp,kcat,23,-0.003587,0.014109,0.001669,0.014109,sloppy,,,,
AMPAR_4,AMPA+sAMPARpS845,tau,23,-0.00755,0.014111,0.001435,0.014111,well_identified,,,,
AMPAR_3,Glu+sAMPAR,Kd,23,-0.003188,0.014113,0.001752,0.014113,well_identified,,,,
AMPAR_3,AMPA+sAMPARpS845,Kd,23,-0.002972,0.014114,0.002265,0.014114,sloppy,,,,
AMPAR_1,ePKA+AMPA_sAMPARp,Km,23,-0.004923,0.014115,0.001576,0.014115,well_identified,,,,
AMPAR_4,eCaMKII+AMPA_sAMPARpS845,Km,23,-0.002999,0.014115,0.000868,0.014115,well_identified,,,,
AMPAR_2,ePKA+Glu_sAMPARp,kcat,23,-0.002798,0.014148,0.001428,0.014148,sloppy,,,,
AC_1,ecAMP_PDEp+cAMP,kcat,15,-0.014159,0.001339,0.00105,0.014159,sloppy,,,,
AMPAR_1,from_memb,Kf,23,-0.014191,0.011769,0.001713,0.014191,well_identified,,,,
TrKs_SHC,eTrKB+SHC,kcat,4,-0.014962,0.0,0.00374,0.014962,sloppy,,,,
Glu_mGluR_1,ePP2A+LRpS870,kcat,21,-0.006418,0.015436,0.001244,0.015436,sloppy,,,,
PKC,PKC_Ca+DAG,tau,7,-3.9e-05,0.015839,0.002389,0.015839,sloppy,,,,
AMPAR_1,ePKA+sAMPAR,kcat,23,-0.008801,0.015943,0.001339,0.015943,sloppy,,,,
